combined_id,ugc_type,wfo,valid_from_date,valid_to_date,state,fips,name,lat,lon,timezone,display_name,short_ugc,region
"OK-Z066.1","Zone","TSA","","","OK","66","OKMULGEE","","","CST","(OK-Z066) OKMULGEE","OK-Z066","SR"
"OK-Z067.1","Zone","TSA","","","OK","67","WAGONER","","","CST","(OK-Z067) WAGONER","OK-Z067","SR"
"OK-Z068.1","Zone","TSA","","","OK","68","CHEROKEE","","","CST","(OK-Z068) CHEROKEE","OK-Z068","SR"
"OK-Z069.1","Zone","TSA","","","OK","69","ADAIR","","","CST","(OK-Z069) ADAIR","OK-Z069","SR"
"OK-Z070.1","Zone","TSA","","","OK","70","MUSKOGEE","","","CST","(OK-Z070) MUSKOGEE","OK-Z070","SR"
"OK-Z071.1","Zone","TSA","","","OK","71","MCINTOSH","","","CST","(OK-Z071) MCINTOSH","OK-Z071","SR"
"OK-Z072.1","Zone","TSA","","","OK","72","SEQUOYAH","","","CST","(OK-Z072) SEQUOYAH","OK-Z072","SR"
"OK-Z073.1","Zone","TSA","","","OK","73","PITTSBURG","","","CST","(OK-Z073) PITTSBURG","OK-Z073","SR"
"OK-Z074.1","Zone","TSA","","","OK","74","HASKELL","","","CST","(OK-Z074) HASKELL","OK-Z074","SR"
"OK-Z075.1","Zone","TSA","","","OK","75","LATIMER","","","CST","(OK-Z075) LATIMER","OK-Z075","SR"
"OK-Z076.1","Zone","TSA","","","OK","76","LE FLORE","","","CST","(OK-Z076) LE FLORE","OK-Z076","SR"
"OK-Z077.1","Zone","SHV","","","OK","77","MCCURTAIN","","","CST","(OK-Z077) MCCURTAIN","OK-Z077","SR"
"OR-C001.1","County","BOI","","","OR","1","BAKER","4442","11737","PST","(OR-C001) BAKER","OR-C001","WR"
"OR-C003.1","County","PQR","","","OR","3","BENTON","4438","12328","PST","(OR-C003) BENTON","OR-C003","WR"
"OR-C005.1","County","PQR","","","OR","5","CLACKAMAS","4514","12217","PST","(OR-C005) CLACKAMAS","OR-C005","WR"
"OR-C007.1","County","PQR","","","OR","7","CLATSOP","4558","12338","PST","(OR-C007) CLATSOP","OR-C007","WR"
"OR-C009.1","County","PQR","","","OR","9","COLUMBIA","4557","12306","PST","(OR-C009) COLUMBIA","OR-C009","WR"
"OR-C011.1","County","MFR","","","OR","11","COOS","4308","12405","PST","(OR-C011) COOS","OR-C011","WR"
"OR-C013.1","County","PDT","","","OR","13","CROOK","4410","12028","PST","(OR-C013) CROOK","OR-C013","WR"
"OR-C015.1","County","MFR","","","OR","15","CURRY","4228","12410","PST","(OR-C015) CURRY","OR-C015","WR"
"OR-C017.1","County","PDT","","","OR","17","DESCHUTES","4359","12100","PST","(OR-C017) DESCHUTES","OR-C017","WR"
"OR-C019.1","County","MFR","","","OR","19","DOUGLAS","4319","12308","PST","(OR-C019) DOUGLAS","OR-C019","WR"
"OR-C021.1","County","PDT","","","OR","21","GILLIAM","4528","12012","PST","(OR-C021) GILLIAM","OR-C021","WR"
"OR-C023.1","County","PDT","","","OR","23","GRANT","4429","11857","PST","(OR-C023) GRANT","OR-C023","WR"
"OR-C025.1","County","BOI","","","OR","25","HARNEY","4305","11907","PST","(OR-C025) HARNEY","OR-C025","WR"
"OR-C027.1","County","PQR","","","OR","27","HOOD RIVER","4537","12137","PST","(OR-C027) HOOD RIVER","OR-C027","WR"
"OR-C029.1","County","MFR","","","OR","29","JACKSON","4231","12247","PST","(OR-C029) JACKSON","OR-C029","WR"
"OR-C031.1","County","PDT","","","OR","31","JEFFERSON","4445","12107","PST","(OR-C031) JEFFERSON","OR-C031","WR"
"OR-C033.1","County","MFR","","","OR","33","JOSEPHINE","4222","12335","PST","(OR-C033) JOSEPHINE","OR-C033","WR"
"OR-C035.1","County","MFR","","","OR","35","KLAMATH","4249","12137","PST","(OR-C035) KLAMATH","OR-C035","WR"
"OR-C037.1","County","MFR","","","OR","37","LAKE","4247","12022","PST","(OR-C037) LAKE","OR-C037","WR"
"OR-C039.1","County","PQR","","","OR","39","LANE","4352","12255","PST","(OR-C039) LANE","OR-C039","WR"
"OR-C041.1","County","PQR","","","OR","41","LINCOLN","4453","12352","PST","(OR-C041) LINCOLN","OR-C041","WR"
"OR-C043.1","County","PQR","","","OR","43","LINN","4430","12230","PST","(OR-C043) LINN","OR-C043","WR"
"OR-C045.1","County","BOI","","","OR","45","MALHEUR","4307","11745","MST","(OR-C045) MALHEUR","OR-C045","WR"
"OR-C047.1","County","PQR","","","OR","47","MARION","4458","12227","PST","(OR-C047) MARION","OR-C047","WR"
"OR-C049.1","County","PDT","","","OR","49","MORROW","4527","11933","PST","(OR-C049) MORROW","OR-C049","WR"
"OR-C051.1","County","PQR","","","OR","51","MULTNOMAH","4542","12228","PST","(OR-C051) MULTNOMAH","OR-C051","WR"
"OR-C053.1","County","PQR","","","OR","53","POLK","4454","12324","PST","(OR-C053) POLK","OR-C053","WR"
"OR-C055.1","County","PDT","","","OR","55","SHERMAN","4528","12053","PST","(OR-C055) SHERMAN","OR-C055","WR"
"OR-C057.1","County","PQR","","","OR","57","TILLAMOOK","4530","12336","PST","(OR-C057) TILLAMOOK","OR-C057","WR"
"OR-C059.1","County","PDT","","","OR","59","UMATILLA","4531","11841","PST","(OR-C059) UMATILLA","OR-C059","WR"
"OR-C061.1","County","PDT","","","OR","61","UNION","4527","11759","PST","(OR-C061) UNION","OR-C061","WR"
"OR-C063.1","County","PDT","","","OR","63","WALLOWA","4532","11716","PST","(OR-C063) WALLOWA","OR-C063","WR"
"OR-C065.1","County","PDT","","","OR","65","WASCO","4517","12110","PST","(OR-C065) WASCO","OR-C065","WR"
"OR-C067.1","County","PQR","","","OR","67","WASHINGTON","4544","12307","PST","(OR-C067) WASHINGTON","OR-C067","WR"
"OR-C069.1","County","PDT","","","OR","69","WHEELER","4453","12004","PST","(OR-C069) WHEELER","OR-C069","WR"
"OR-C071.1","County","PQR","","","OR","71","YAMHILL","4517","12323","PST","(OR-C071) YAMHILL","OR-C071","WR"
"OR-Z001.1","Zone","PQR","","","OR","1","NORTHERN OREGON COAST","","","PST","(OR-Z001) NORTHERN OREGON COAST","OR-Z001","WR"
"OR-Z002.1","Zone","PQR","","","OR","2","CENTRAL OREGON COAST","","","PST","(OR-Z002) CENTRAL OREGON COAST","OR-Z002","WR"
"OR-Z003.1","Zone","PQR","","","OR","3","COAST RANGE OF NW OREGON","","","PST","(OR-Z003) COAST RANGE OF NW OREGON","OR-Z003","WR"
"OR-Z004.1","Zone","PQR","","","OR","4","CENTRAL COAST RANGE OF W OREGON","","","PST","(OR-Z004) CENTRAL COAST RANGE OF W OREGON","OR-Z004","WR"
"OR-Z005.1","Zone","PQR","","","OR","5","LOWER COLUMBIA","","","PST","(OR-Z005) LOWER COLUMBIA","OR-Z005","WR"
"OR-Z006.1","Zone","PQR","","8/1/2007 12:00:00 AM","OR","6","GREATER PORTLAND METRO AREA","0","0","PST","(OR-Z006) GREATER PORTLAND METRO AREA","OR-Z006","WR"
"OR-Z006.2","Zone","PQR","8/1/2007 12:00:00 AM","","OR","6","GREATER  PORTLAND METRO AREA","","","PST","(OR-Z006) GREATER  PORTLAND METRO AREA","OR-Z006","WR"
"OR-Z007.1","Zone","PQR","","","OR","7","CENTRAL WILLAMETTE VALLEY","","","PST","(OR-Z007) CENTRAL WILLAMETTE VALLEY","OR-Z007","WR"
"OR-Z008.1","Zone","PQR","","","OR","8","SOUTHERN WILLAMETTE VALLEY","","","PST","(OR-Z008) SOUTHERN WILLAMETTE VALLEY","OR-Z008","WR"
"OR-Z009.1","Zone","PQR","","8/1/2007 12:00:00 AM","OR","9","WESTERN COLUMBIA RIVER GORGE","","","PST","(OR-Z009) WESTERN COLUMBIA RIVER GORGE","OR-Z009","WR"
"OR-Z009.2","Zone","PQR","8/1/2007 12:00:00 AM","12/3/2013 11:59:00 AM","OR","9","WESTERN COLUMBIA RIVER GORGE","","","PST","(OR-Z009) WESTERN COLUMBIA RIVER GORGE","OR-Z009","WR"
"OR-Z010.1","Zone","PQR","","","OR","10","NORTH OREGON CASCADES FOOTHILLS","","","PST","(OR-Z010) NORTH OREGON CASCADES FOOTHILLS","OR-Z010","WR"
"OR-Z011.1","Zone","PQR","","8/1/2007 12:00:00 AM","OR","11","NORTHERN OREGON CASCADES","0","0","PST","(OR-Z011) NORTHERN OREGON CASCADES","OR-Z011","WR"
"OR-Z011.2","Zone","PQR","8/1/2007 12:00:00 AM","","OR","11","NORTH OREGON CASCADES","","","PST","(OR-Z011) NORTH OREGON CASCADES","OR-Z011","WR"
"OR-Z012.1","Zone","PQR","","","OR","12","CASCADE FOOTHILLS IN LANE COUNTY","","","PST","(OR-Z012) CASCADE FOOTHILLS IN LANE COUNTY","OR-Z012","WR"
"OR-Z013.1","Zone","PQR","","","OR","13","CASCADES IN LANE COUNTY","","","PST","(OR-Z013) CASCADES IN LANE COUNTY","OR-Z013","WR"
"OR-Z014.2","Zone","PQR","8/1/2007 12:00:00 AM","","OR","14","UPPER HOOD RIVER VALLEY","","","PST","(OR-Z014) UPPER HOOD RIVER VALLEY","OR-Z014","WR"
"OR-Z015.1","Zone","PQR","12/3/2013 12:00:00 PM","","OR","15","WESTERN COLUMBIA RIVER GORGE","","","PST","(OR-Z015) WESTERN COLUMBIA RIVER GORGE","OR-Z015","WR"
"OR-Z016.1","Zone","PQR","12/3/2013 12:00:00 PM","","OR","16","CENTRAL COLUMBIA RIVER GORGE","","","PST","(OR-Z016) CENTRAL COLUMBIA RIVER GORGE","OR-Z016","WR"
"OR-Z021.1","Zone","MFR","","","OR","21","SOUTH CENTRAL OREGON COAST","","","PST","(OR-Z021) SOUTH CENTRAL OREGON COAST","OR-Z021","WR"
"OR-Z022.1","Zone","MFR","","","OR","22","CURRY COUNTY COAST","","","PST","(OR-Z022) CURRY COUNTY COAST","OR-Z022","WR"
"OR-Z023.1","Zone","MFR","","","OR","23","CENTRAL DOUGLAS COUNTY","","","PST","(OR-Z023) CENTRAL DOUGLAS COUNTY","OR-Z023","WR"
"OR-Z024.1","Zone","MFR","","","OR","24","EASTERN CURRY COUNTY & JOSEPHINE COUNTY","","","PST","(OR-Z024) EASTERN CURRY COUNTY & JOSEPHINE COUNTY","OR-Z024","WR"
"OR-Z025.1","Zone","MFR","","","OR","25","EASTERN DOUGLAS COUNTY FOOTHILLS","","","PST","(OR-Z025) EASTERN DOUGLAS COUNTY FOOTHILLS","OR-Z025","WR"
"OR-Z026.1","Zone","MFR","","","OR","26","JACKSON COUNTY","","","PST","(OR-Z026) JACKSON COUNTY","OR-Z026","WR"
"OR-Z027.1","Zone","MFR","","","OR","27","SOUTH CENTRAL OREGON CASCADES","","","PST","(OR-Z027) SOUTH CENTRAL OREGON CASCADES","OR-Z027","WR"
"OR-Z028.1","Zone","MFR","","","OR","28","SISKIYOU MOUNTAINS & SOUTHERN OREGON CASCADES","","","PST","(OR-Z028) SISKIYOU MOUNTAINS & SOUTHERN OREGON CASCADES","OR-Z028","WR"
"OR-Z029.1","Zone","MFR","","","OR","29","KLAMATH BASIN","","","PST","(OR-Z029) KLAMATH BASIN","OR-Z029","WR"
"OR-Z030.1","Zone","MFR","","","OR","30","NORTHERN & EASTERN KLAMATH COUNTY & WESTERN LAKE COUNTY","","","PST","(OR-Z030) NORTHERN & EASTERN KLAMATH COUNTY & WESTERN LAKE COUNTY","OR-Z030","WR"
"OR-Z031.1","Zone","MFR","","","OR","31","CENTRAL & EASTERN LAKE COUNTY","","","PST","(OR-Z031) CENTRAL & EASTERN LAKE COUNTY","OR-Z031","WR"
"OR-Z041.1","Zone","PDT","","12/3/2013 11:59:00 AM","OR","41","EASTERN COLUMBIA RIVER GORGE","","","PST","(OR-Z041) EASTERN COLUMBIA RIVER GORGE","OR-Z041","WR"
"OR-Z041.2","Zone","PDT","12/3/2013 12:00:00 PM","","OR","41","EASTERN COLUMBIA RIVER GORGE","","","PST","(OR-Z041) EASTERN COLUMBIA RIVER GORGE","OR-Z041","WR"
"OR-Z042.1","Zone","PDT","","12/3/2013 11:59:00 AM","OR","42","NORTH CENTRAL OREGON","","","PST","(OR-Z042) NORTH CENTRAL OREGON","OR-Z042","WR"
"OR-Z043.1","Zone","PDT","","10/15/2010 3:59:00 AM","OR","43","CENTRAL OREGON","","","PST","(OR-Z043) CENTRAL OREGON","OR-Z043","WR"
"OR-Z044.1","Zone","PDT","","12/3/2013 11:59:00 AM","OR","44","LOWER COLUMBIA BASIN","","","PST","(OR-Z044) LOWER COLUMBIA BASIN","OR-Z044","WR"
"OR-Z044.2","Zone","PDT","12/3/2013 12:00:00 PM","","OR","44","LOWER COLUMBIA BASIN","","","PST","(OR-Z044) LOWER COLUMBIA BASIN","OR-Z044","WR"
"OR-Z045.1","Zone","PDT","","11/15/2005 9:59:00 PM","OR","45","FOOTHILLS OF THE BLUE MOUNTAINS OF OREGON","","","PST","(OR-Z045) FOOTHILLS OF THE BLUE MOUNTAINS OF OREGON","OR-Z045","WR"
"OR-Z046.1","Zone","PDT","","11/15/2005 9:59:00 PM","OR","46","BLUE MOUNTAINS","","","PST","(OR-Z046) BLUE MOUNTAINS","OR-Z046","WR"
"OR-Z047.1","Zone","PDT","","11/15/2005 9:59:00 PM","OR","47","JOHN DAY BASIN","","","PST","(OR-Z047) JOHN DAY BASIN","OR-Z047","WR"
"OR-Z048.1","Zone","PDT","","11/15/2005 9:59:00 PM","OR","48","OCHOCO-JOHN DAY HIGHLANDS","","","PST","(OR-Z048) OCHOCO-JOHN DAY HIGHLANDS","OR-Z048","WR"
"OR-Z049.1","Zone","PDT","","","OR","49","GRAND RONDE VALLEY","","","PST","(OR-Z049) GRAND RONDE VALLEY","OR-Z049","WR"
"OR-Z050.1","Zone","PDT","","","OR","50","WALLOWA COUNTY","","","PST","(OR-Z050) WALLOWA COUNTY","OR-Z050","WR"
"OR-Z061.1","Zone","BOI","","","OR","61","HARNEY","","","PST","(OR-Z061) HARNEY","OR-Z061","WR"
"OR-Z062.1","Zone","BOI","","","OR","62","BAKER","","","MST","(OR-Z062) BAKER","OR-Z062","WR"
"OR-Z063.1","Zone","BOI","","","OR","63","MALHEUR","","","MST","(OR-Z063) MALHEUR","OR-Z063","WR"
"OR-Z064.1","Zone","BOI","","","OR","64","LOWER TREASURE VALLEY","","","MST","(OR-Z064) LOWER TREASURE VALLEY","OR-Z064","WR"
"OR-Z501.1","Zone","PDT","11/15/2005 10:00:00 PM","10/15/2010 3:59:00 AM","OR","501","FOOTHILLS OF THE BLUE MOUNTAINS","","","PST","(OR-Z501) FOOTHILLS OF THE BLUE MOUNTAINS","OR-Z501","WR"
"OR-Z502.1","Zone","PDT","11/15/2005 10:00:00 PM","","OR","502","NORTHERN BLUE MOUNTAINS","","","PST","(OR-Z502) NORTHERN BLUE MOUNTAINS","OR-Z502","WR"
"OR-Z503.1","Zone","PDT","11/15/2005 10:00:00 PM","","OR","503","SOUTHERN BLUE MOUNTAINS","","","PST","(OR-Z503) SOUTHERN BLUE MOUNTAINS","OR-Z503","WR"
"OR-Z504.1","Zone","PDT","11/15/2005 10:00:00 PM","10/15/2010 3:59:00 AM","OR","504","NORTHERN WHEELER / SOUTHERN GILLIAM COUNTIES","","","PST","(OR-Z504) NORTHERN WHEELER / SOUTHERN GILLIAM COUNTIES","OR-Z504","WR"
"OR-Z505.1","Zone","PDT","11/15/2005 10:00:00 PM","","OR","505","JOHN DAY BASIN","","","PST","(OR-Z505) JOHN DAY BASIN","OR-Z505","WR"
"OR-Z506.1","Zone","PDT","11/15/2005 10:00:00 PM","","OR","506","OCHOCO-JOHN DAY HIGHLANDS","","","PST","(OR-Z506) OCHOCO-JOHN DAY HIGHLANDS","OR-Z506","WR"
"OR-Z507.1","Zone","PDT","10/15/2010 4:00:00 AM","","OR","507","FOOTHILLS OF THE NORTHERN BLUE MOUNTAINS OF OREGON","","","PST","(OR-Z507) FOOTHILLS OF THE NORTHERN BLUE MOUNTAINS OF OREGON","OR-Z507","WR"
"OR-Z508.1","Zone","PDT","10/15/2010 4:00:00 AM","","OR","508","FOOTHILLS OF THE SOUTHERN BLUE MOUNTAINS OF OREGON","","","PST","(OR-Z508) FOOTHILLS OF THE SOUTHERN BLUE MOUNTAINS OF OREGON","OR-Z508","WR"
"OR-Z509.1","Zone","PDT","10/15/2010 4:00:00 AM","","OR","509","EAST SLOPES OF THE OREGON CASCADES","","","PST","(OR-Z509) EAST SLOPES OF THE OREGON CASCADES","OR-Z509","WR"
"OR-Z510.1","Zone","PDT","12/3/2013 12:00:00 PM","","OR","510","NORTH CENTRAL OREGON","","","PST","(OR-Z510) NORTH CENTRAL OREGON","OR-Z510","WR"
"OR-Z511.1","Zone","PDT","12/3/2013 12:00:00 PM","","OR","511","CENTRAL OREGON","","","PST","(OR-Z511) CENTRAL OREGON","OR-Z511","WR"
"PA-C001.1","County","CTP","","","PA","1","ADAMS","3953","7714","EST","(PA-C001) ADAMS","PA-C001","ER"
"PA-C003.1","County","PBZ","","","PA","3","ALLEGHENY","4026","8003","EST","(PA-C003) ALLEGHENY","PA-C003","ER"
"PA-C005.1","County","PBZ","","","PA","5","ARMSTRONG","4047","7927","EST","(PA-C005) ARMSTRONG","PA-C005","ER"
"PA-C007.1","County","PBZ","","","PA","7","BEAVER","4040","8020","EST","(PA-C007) BEAVER","PA-C007","ER"
"PA-C009.1","County","CTP","","","PA","9","BEDFORD","4002","7828","EST","(PA-C009) BEDFORD","PA-C009","ER"
"PA-C011.1","County","PHI","","","PA","11","BERKS","4024","7600","EST","(PA-C011) BERKS","PA-C011","ER"
"PA-C013.1","County","CTP","","","PA","13","BLAIR","4030","7823","EST","(PA-C013) BLAIR","PA-C013","ER"
"PA-C015.1","County","BGM","","","PA","15","BRADFORD","4147","7630","EST","(PA-C015) BRADFORD","PA-C015","ER"
"PA-C017.1","County","PHI","","","PA","17","BUCKS","4019","7504","EST","(PA-C017) BUCKS","PA-C017","ER"
"PA-C019.1","County","PBZ","","","PA","19","BUTLER","4055","7955","EST","(PA-C019) BUTLER","PA-C019","ER"
"PA-C021.1","County","CTP","","","PA","21","CAMBRIA","4028","7843","EST","(PA-C021) CAMBRIA","PA-C021","ER"
"PA-C023.1","County","CTP","","","PA","23","CAMERON","4125","7812","EST","(PA-C023) CAMERON","PA-C023","ER"
"PA-C025.1","County","PHI","","","PA","25","CARBON","4055","7541","EST","(PA-C025) CARBON","PA-C025","ER"
"PA-C027.1","County","CTP","","","PA","27","CENTRE","4058","7720","EST","(PA-C027) CENTRE","PA-C027","ER"
"PA-C029.1","County","PHI","","","PA","29","CHESTER","4000","7543","EST","(PA-C029) CHESTER","PA-C029","ER"
"PA-C031.1","County","PBZ","","","PA","31","CLARION","4113","7926","EST","(PA-C031) CLARION","PA-C031","ER"
"PA-C033.1","County","CTP","","","PA","33","CLEARFIELD","4100","7827","EST","(PA-C033) CLEARFIELD","PA-C033","ER"
"PA-C035.1","County","CTP","","","PA","35","CLINTON","4117","7740","EST","(PA-C035) CLINTON","PA-C035","ER"
"PA-C037.1","County","CTP","","","PA","37","COLUMBIA","4103","7626","EST","(PA-C037) COLUMBIA","PA-C037","ER"
"PA-C039.1","County","CLE","","","PA","39","CRAWFORD","4140","8004","EST","(PA-C039) CRAWFORD","PA-C039","ER"
"PA-C041.1","County","CTP","","","PA","41","CUMBERLAND","4008","7715","EST","(PA-C041) CUMBERLAND","PA-C041","ER"
"PA-C043.1","County","CTP","","","PA","43","DAUPHIN","4024","7646","EST","(PA-C043) DAUPHIN","PA-C043","ER"
"PA-C045.1","County","PHI","","","PA","45","DELAWARE","3956","7526","EST","(PA-C045) DELAWARE","PA-C045","ER"
"PA-C047.1","County","CTP","","","PA","47","ELK","4127","7836","EST","(PA-C047) ELK","PA-C047","ER"
"PA-C049.1","County","CLE","","","PA","49","ERIE","4203","8007","EST","(PA-C049) ERIE","PA-C049","ER"
"PA-C051.1","County","PBZ","","","PA","51","FAYETTE","3955","7938","EST","(PA-C051) FAYETTE","PA-C051","ER"
"PA-C053.1","County","PBZ","","","PA","53","FOREST","4128","7913","EST","(PA-C053) FOREST","PA-C053","ER"
"PA-C055.1","County","CTP","","","PA","55","FRANKLIN","3959","7748","EST","(PA-C055) FRANKLIN","PA-C055","ER"
"PA-C057.1","County","CTP","","","PA","57","FULTON","3957","7808","EST","(PA-C057) FULTON","PA-C057","ER"
"PA-C059.1","County","PBZ","","","PA","59","GREENE","3952","8013","EST","(PA-C059) GREENE","PA-C059","ER"
"PA-C061.1","County","CTP","","","PA","61","HUNTINGDON","4024","7758","EST","(PA-C061) HUNTINGDON","PA-C061","ER"
"PA-C063.1","County","PBZ","","","PA","63","INDIANA","4038","7908","EST","(PA-C063) INDIANA","PA-C063","ER"
"PA-C065.1","County","PBZ","","","PA","65","JEFFERSON","4108","7900","EST","(PA-C065) JEFFERSON","PA-C065","ER"
"PA-C067.1","County","CTP","","","PA","67","JUNIATA","4029","7725","EST","(PA-C067) JUNIATA","PA-C067","ER"
"PA-C069.1","County","BGM","","","PA","69","LACKAWANNA","4126","7537","EST","(PA-C069) LACKAWANNA","PA-C069","ER"
"PA-C071.1","County","CTP","","","PA","71","LANCASTER","4000","7619","EST","(PA-C071) LANCASTER","PA-C071","ER"
"PA-C073.1","County","PBZ","","","PA","73","LAWRENCE","4058","8019","EST","(PA-C073) LAWRENCE","PA-C073","ER"
"PA-C075.1","County","CTP","","","PA","75","LEBANON","4022","7627","EST","(PA-C075) LEBANON","PA-C075","ER"
"PA-C077.1","County","PHI","","","PA","77","LEHIGH","4037","7535","EST","(PA-C077) LEHIGH","PA-C077","ER"
"PA-C079.1","County","BGM","","","PA","79","LUZERNE","4111","7600","EST","(PA-C079) LUZERNE","PA-C079","ER"
"PA-C081.1","County","CTP","","","PA","81","LYCOMING","4123","7701","EST","(PA-C081) LYCOMING","PA-C081","ER"
"PA-C083.1","County","CTP","","","PA","83","MCKEAN","4148","7834","EST","(PA-C083) MCKEAN","PA-C083","ER"
"PA-C085.1","County","PBZ","","","PA","85","MERCER","4118","8015","EST","(PA-C085) MERCER","PA-C085","ER"
"PA-C087.1","County","CTP","","","PA","87","MIFFLIN","4036","7737","EST","(PA-C087) MIFFLIN","PA-C087","ER"
"PA-C089.1","County","PHI","","","PA","89","MONROE","4104","7517","EST","(PA-C089) MONROE","PA-C089","ER"
"PA-C091.1","County","PHI","","","PA","91","MONTGOMERY","4012","7523","EST","(PA-C091) MONTGOMERY","PA-C091","ER"
"PA-C093.1","County","CTP","","","PA","93","MONTOUR","4104","7638","EST","(PA-C093) MONTOUR","PA-C093","ER"
"PA-C095.1","County","PHI","","","PA","95","NORTHAMPTON","4043","7518","EST","(PA-C095) NORTHAMPTON","PA-C095","ER"
"PA-C097.1","County","CTP","","","PA","97","NORTHUMBERLAND","4053","7639","EST","(PA-C097) NORTHUMBERLAND","PA-C097","ER"
"PA-C099.1","County","CTP","","","PA","99","PERRY","4023","7721","EST","(PA-C099) PERRY","PA-C099","ER"
"PA-C101.1","County","PHI","","","PA","101","PHILADELPHIA","4000","7508","EST","(PA-C101) PHILADELPHIA","PA-C101","ER"
"PA-C103.1","County","BGM","","","PA","103","PIKE","4120","7502","EST","(PA-C103) PIKE","PA-C103","ER"
"PA-C105.1","County","CTP","","","PA","105","POTTER","4143","7755","EST","(PA-C105) POTTER","PA-C105","ER"
"PA-C107.1","County","CTP","","","PA","107","SCHUYLKILL","4043","7613","EST","(PA-C107) SCHUYLKILL","PA-C107","ER"
"PA-C109.1","County","CTP","","","PA","109","SNYDER","4045","7706","EST","(PA-C109) SNYDER","PA-C109","ER"
"PA-C111.1","County","CTP","","","PA","111","SOMERSET","3959","7858","EST","(PA-C111) SOMERSET","PA-C111","ER"
"PA-C113.1","County","CTP","","","PA","113","SULLIVAN","4127","7627","EST","(PA-C113) SULLIVAN","PA-C113","ER"
"PA-C115.1","County","BGM","","","PA","115","SUSQUEHANNA","4148","7547","EST","(PA-C115) SUSQUEHANNA","PA-C115","ER"
"PA-C117.1","County","CTP","","","PA","117","TIOGA","4147","7714","EST","(PA-C117) TIOGA","PA-C117","ER"
"PA-C119.1","County","CTP","","","PA","119","UNION","4059","7705","EST","(PA-C119) UNION","PA-C119","ER"
"PA-C121.1","County","PBZ","","","PA","121","VENANGO","4123","7944","EST","(PA-C121) VENANGO","PA-C121","ER"
"PA-C123.1","County","CTP","","","PA","123","WARREN","4148","7917","EST","(PA-C123) WARREN","PA-C123","ER"
"PA-C125.1","County","PBZ","","","PA","125","WASHINGTON","4013","8012","EST","(PA-C125) WASHINGTON","PA-C125","ER"
"PA-C127.1","County","BGM","","","PA","127","WAYNE","4137","7515","EST","(PA-C127) WAYNE","PA-C127","ER"
"PA-C129.1","County","PBZ","","","PA","129","WESTMORELAND","4023","7927","EST","(PA-C129) WESTMORELAND","PA-C129","ER"
"PA-C131.1","County","BGM","","","PA","131","WYOMING","4131","7559","EST","(PA-C131) WYOMING","PA-C131","ER"
"PA-C133.1","County","CTP","","","PA","133","YORK","3958","7639","EST","(PA-C133) YORK","PA-C133","ER"
"PA-Z001.1","Zone","CLE","","","PA","1","NORTHERN ERIE","","","EST","(PA-Z001) NORTHERN ERIE","PA-Z001","ER"
"PA-Z002.1","Zone","CLE","","","PA","2","SOUTHERN ERIE","","","EST","(PA-Z002) SOUTHERN ERIE","PA-Z002","ER"
"PA-Z003.1","Zone","CLE","","","PA","3","CRAWFORD","","","EST","(PA-Z003) CRAWFORD","PA-Z003","ER"
"PA-Z004.1","Zone","CTP","","","PA","4","WARREN","","","EST","(PA-Z004) WARREN","PA-Z004","ER"
"PA-Z005.1","Zone","CTP","","","PA","5","MCKEAN","","","EST","(PA-Z005) MCKEAN","PA-Z005","ER"
"PA-Z006.1","Zone","CTP","","","PA","6","POTTER","","","EST","(PA-Z006) POTTER","PA-Z006","ER"
"PA-Z007.1","Zone","PBZ","","","PA","7","MERCER","","","EST","(PA-Z007) MERCER","PA-Z007","ER"
"PA-Z008.1","Zone","PBZ","","","PA","8","VENANGO","","","EST","(PA-Z008) VENANGO","PA-Z008","ER"
"PA-Z009.1","Zone","PBZ","","","PA","9","FOREST","","","EST","(PA-Z009) FOREST","PA-Z009","ER"
"PA-Z010.1","Zone","CTP","","","PA","10","ELK","","","EST","(PA-Z010) ELK","PA-Z010","ER"
"PA-Z011.1","Zone","CTP","","","PA","11","CAMERON","","","EST","(PA-Z011) CAMERON","PA-Z011","ER"
"PA-Z012.1","Zone","CTP","","","PA","12","NORTHERN CLINTON","","","EST","(PA-Z012) NORTHERN CLINTON","PA-Z012","ER"
"PA-Z013.1","Zone","PBZ","","","PA","13","LAWRENCE","","","EST","(PA-Z013) LAWRENCE","PA-Z013","ER"
"PA-Z014.1","Zone","PBZ","","","PA","14","BUTLER","","","EST","(PA-Z014) BUTLER","PA-Z014","ER"
"PA-Z015.1","Zone","PBZ","","","PA","15","CLARION","","","EST","(PA-Z015) CLARION","PA-Z015","ER"
"PA-Z016.1","Zone","PBZ","","","PA","16","JEFFERSON","","","EST","(PA-Z016) JEFFERSON","PA-Z016","ER"
"PA-Z017.1","Zone","CTP","","","PA","17","CLEARFIELD","","","EST","(PA-Z017) CLEARFIELD","PA-Z017","ER"
"PA-Z018.1","Zone","CTP","","","PA","18","NORTHERN CENTRE","","","EST","(PA-Z018) NORTHERN CENTRE","PA-Z018","ER"
"PA-Z019.1","Zone","CTP","","","PA","19","SOUTHERN CENTRE","","","EST","(PA-Z019) SOUTHERN CENTRE","PA-Z019","ER"
"PA-Z020.1","Zone","PBZ","","","PA","20","BEAVER","","","EST","(PA-Z020) BEAVER","PA-Z020","ER"
"PA-Z021.1","Zone","PBZ","","","PA","21","ALLEGHENY","","","EST","(PA-Z021) ALLEGHENY","PA-Z021","ER"
